feature,f_score
smile_kurt,1.5797165225759866
nose_sneer_mean,1.5691095706974656
nose_sneer_dyn,1.5688174327915636
brow_inner_up_dynstd,1.565086872224955
gaze_down_median,1.55441301705028
gaze_out_slope,1.5246967653887245
cheek_squint_p90,1.4893198039612086
cheek_squint_std,1.4492865015292817
cheek_squint_p10,1.4201557226148123
expresividad_mean,1.3828152295923233
eye_wide_p10,1.37147064889477
hand_motion_dynstd,1.3687755423801315
expresividad_median,1.3626532813894106
body_motion_mean,1.3620159058704597
body_motion_iqr,1.3536814382551732
brow_down_std,1.332821971086046
mouth_open_frac,1.2920091015995476
body_motion_p90,1.2762940273586718
frown_median,1.2485509356417126
gaze_down_dynstd,1.2040012083583846
brow_inner_up_iqr,1.2038181332120383
gaze_up_mean,1.1856912628493121
gaze_down_act,1.173224781925116
gaze_down_segstd,1.1685732297372273
gaze_down_skew,1.1570411937034124
jaw_open_p10,1.0862452829505078
expresividad_act,1.0731249520989605
gaze_up_act,1.0704327332878194
eye_wide_skew,1.0601768511820497
cheek_squint_kurt,1.0543453155880709
blink_std,1.0365057916067684
gaze_down_slope,1.0346230707498176
gaze_up_iqr,1.0218255490493757
hand_present_kurt,1.0199041539679494
brow_down_dynstd,0.9952214711363462
nose_sneer_median,0.9886460179719646
brow_down_act,0.9820558111644494
smile_segstd,0.9752217698077973
hand_motion_mean,0.9581073012703629
hand_motion_dyn,0.9562985827236348
blink_p90,0.9349393858314284
gaze_down_iqr,0.9260671532900039
roll_p10,0.9208100023271322
hand_present_skew,0.9069437246868387
gaze_down_mean,0.903755966208008
hand_motion_p90,0.8721525064241562
cheek_squint_skew,0.8553248528862419
brow_down_skew,0.8441494117658126
hand_motion_iqr,0.831439917192771
mouth_press_skew,0.8221651439082082
nose_sneer_skew,0.7707819500111258
pitch_mean,0.7284781455495184
brow_down_segstd,0.726767531240583
gaze_up_median,0.725584139585537
gaze_down_dyn,0.7061450920611637
gaze_out_dyn,0.6988664086413284
brow_down_kurt,0.6789470474637428
nose_sneer_kurt,0.6575624065253628
jaw_open_iqr,0.6481399361837888
frown_p10,0.6355534384351256
smile_skew,0.6109114580190108
mouth_press_kurt,0.5795229703075943
jaw_open_dyn,0.5656805302002524
blink_slope,0.5468631984984177
roll_dynstd,0.5316717219016455
gaze_out_p10,0.5193427890481659
jaw_open_act,0.4911558668166168
blink_dynstd,0.47114701229153944
expresividad_p90,0.4379357549312047
expresividad_kurt,0.41560955720066495
pitch_p90,0.41293833405920966
smile_p10,0.4116489472220678
blink_rate_min,0.4086614296227725
blink_mean,0.4086286399156052
roll_dyn,0.3816337357730068
jaw_open_std,0.37173851063084573
smile_iqr,0.3554671316189596
jaw_open_p90,0.35538353799131694
brow_down_slope,0.3540338139331747
hand_present_iqr,0.3530172413793103
hand_motion_kurt,0.3492564314649453
roll_kurt,0.33343643209109175
eye_wide_std,0.33156608876900073
pitch_median,0.32009108593340085
jaw_open_kurt,0.31575312861499255
jaw_open_mean,0.31042176533301896
blink_dyn,0.3097133419927652
hand_motion_skew,0.303918915038955
nose_sneer_p10,0.3030358332155078
blink_iqr,0.30013376628242494
gaze_out_dynstd,0.2949371428727358
jaw_open_dynstd,0.27444220805365943
yaw_dynstd,0.2741602344329125
yaw_std,0.26214141526938955
hand_present_p90,0.25709397810218987
gaze_out_p90,0.25287455499105194
expresividad_skew,0.24898698620193263
yaw_dyn,0.24354934621772026
gaze_down_kurt,0.2358567175029293
body_motion_dyn,0.22317736310768593
frown_skew,0.21906334681684303
pitch_std,0.21727606200176566
mouth_press_iqr,0.21423299199553422
expresividad_iqr,0.2114081446855936
eye_wide_median,0.20280307144895904
yaw_p90,0.19967056514542367
frown_slope,0.19222244126604543
gaze_out_mean,0.18949842230171565
jaw_open_median,0.1869037003975122
hand_present_dyn,0.17837138974997258
blink_p10,0.17196378720855457
gaze_out_segstd,0.16803645903232528
yaw_median,0.14189683528235494
gaze_out_act,0.12927535352476074
yaw_mean,0.11455463134135789
eye_wide_dyn,0.10838442919723895
gaze_out_median,0.10249720341706534
brow_inner_up_slope,0.10184787984845588
jaw_open_slope,0.0831689896383125
body_motion_dynstd,0.08307149364321066
smile_p90,0.08175583010428501
jaw_open_segstd,0.08080077964527305
eye_wide_iqr,0.08012263710286814
jaw_open_skew,0.07782747620236903
smile_std,0.076972803600484
mouth_press_dynstd,0.07518083056774312
hand_present_std,0.0747443245331298
mouth_press_act,0.07383195881216485
body_motion_std,0.06921514789439413
eye_wide_act,0.0690841205008011
mouth_press_std,0.06884257070525897
mouth_press_p90,0.06406892342918956
gaze_out_iqr,0.05728060972153928
blink_skew,0.057120403556250525
hand_motion_median,0.05701549739133991
eye_wide_dynstd,0.05678852040208052
blink_segstd,0.054196835940399785
expresividad_dyn,0.05375584809280216
smile_dynstd,0.04539675264940846
mouth_press_median,0.03503090648481505
mouth_press_p10,0.03423758480094035
expresividad_dynstd,0.03387090664935564
smile_act,0.03327694880382163
gaze_out_std,0.030159599552469836
head_still_frac,0.029331180230262495
body_motion_skew,0.027817656929212283
roll_iqr,0.02564663785775047
gaze_out_skew,0.023395371382486693
smile_median,0.022206254316928558
blink_median,0.018384305934013485
pitch_dyn,0.01666068677764367
eye_wide_mean,0.013672511205413494
smile_mean,0.013506709837272108
pitch_dynstd,0.012991108018715081
yaw_skew,0.010293578296492642
gaze_down_p90,0.009470993139919276
eye_wide_kurt,0.008667490796537992
gaze_out_kurt,0.008162661943452897
eye_wide_p90,0.0070159687718097715
expresividad_std,0.0067930392039556205
hand_present_dynstd,0.005797267204235484
yaw_iqr,0.004895980394949971
blink_act,0.00410209961647609
mouth_press_dyn,0.003953701986348892
pitch_iqr,0.002346923686241526
frown_kurt,0.001835721145287778
gaze_up_p10,0.001506479059876804
body_motion_kurt,0.0013366103842538766
head_motion_std,0.0009636986234185934
roll_std,0.0009545854038179461
yaw_p10,0.0008467095375438358
smile_dyn,0.000572666692445147
mouth_press_mean,0.0003743339649110846
head_motion_mean,1.8707123210896233e-06
hand_motion_p10,7.764339741539049e-07
blink_kurt,1.0891488903665233e-07
cheek_squint_act,
nose_sneer_act,
yaw_act,
pitch_act,
roll_act,
body_motion_act,
hand_motion_act,
hand_present_act,
